X,Y,OBJECTID,ID_CICLOPARQUEDERO,CIV,CLASECICLOP,NOMBRECICLOP,SECTORCICLOP,TIPOUSUARIOCICLOP,LOCALIDAD,DIRECCIONCICLOP,HORARIOCICLOP,TIPOLOGIACICLOP,CUPOCICLOP,SELLOCICLOP,ANOCICLOP,GLOBALID
-74.152796034,4.59789844800002,1,1000,19015569,F,Centro comercial  Paseo Villa del rio,2,1,19,DG 57C SUR 62 60,L-D 08:00 - 21:00,8,1205,2,2023,{EA7D8EEB-0574-4E7F-B9B5-68C278FD83DA}
-74.155887235,4.58025208599997,2,1001,19002092,F,Centro de salud candelaria,2,2,6,KR 51 59C SUR 40,L-V 07:00 - 20:00,8,48,1,2023,{10C4AEE1-AC03-4E39-B341-DFA828AC2B84}
-74.158161599,4.57056693599998,3,1002,19004657,F,Centro de salud Manuela Beltrán,2,2,1,KR 44D 69 SUR 16,L-V 07:00 - 20:00,8,24,1,2023,{5AAE4433-A2A0-4DD7-A748-9D382BF84E4A}
-74.132117389,4.58361028799999,4,1003,6000883,F,Centro de salud El Carmen,2,2,6,KR 17 25 65,L-V 07:00 - 20:00,8,24,1,2023,{E255AFCF-8194-4756-90AB-B05D03664CCC}
-74.152782693,4.59658290200002,5,1004,19014419,F,Makro Villa del rio,2,1,8,KR 63 57G 47,L-D 08:00 - 20:00,8,46,2,2023,{58AF8A4E-1217-4D38-BB2B-6F8637018886}
-74.082007101,4.73700859899998,6,1005,11013784,F,Compensar Suba,2,2,11,CL 146b 91 90,L-V 08:00 - 17:00,8,150,2,2023,{E568BA42-F0D4-4BC2-AFF4-293BAF71193F}
-74.049204364,4.70441927100001,7,1006,1006852,F,GIZ,2,2,1,CL 125 19 24,L-V 07:00 - 15:00,8,52,1,2023,{C78CA34C-E9E2-4C18-AC15-EB1CE60F6888}
-74.128958222,4.64659729099998,8,1007,8014521,F,Centro comercial El Edén,2,1,8,AV BOYACA 12B 18,L-D 08:00 - 22:00,8,709,1,2023,{4D853BD3-A344-460D-A0A8-E3F8D48B0D37}
-74.10915202,4.66161631400001,9,1008,9003584,F,Carvajal,2,2,10,AV CL 26 90 10,L-D 06:00 - 19:00,8,300,1,2023,{1F1D6596-A062-49F8-A929-AD5253F477EC}
-74.14349858,4.56618030700002,10,1009,19015232,F,Alcaldia Local Ciudad Bolivar,1,1,19,DG 62 SUR 20F 20,L-V 08:00 - 16:30,8,74,1,2023,{B892A446-EE5D-4A12-B4C1-B94224C36240}
-74.103508052,4.66260924099998,11,1010,10011500,F,Compensar CUR,2,2,10,KR 69 49A 73,L-D 06:00 - 21:00,8,60,2,2023,{C8F09FA7-D627-4665-AEC0-84489A626A78}
-74.09431,4.74674599999997,12,1011,11013770,I,Portal Suba,1,1,11,Troncal Suba,L-D 05:00 - 24:00,3,760,1,2018,{929CF224-0D6B-40DA-8242-B3336CDD2586}
-74.172942,4.629054,13,1012,8013589,I,Portal Américas,1,1,8,Troncal Americas,L-D 05:00 - 24:00,3,785,1,2018,{0D86BC54-EB44-40B3-B77F-9AAB5E6E55EB}
-74.152953,4.63505300000003,14,1013,8003671,I,Estación Transversal 86,1,1,8,Troncal Americas,L-D 05:00 - 24:00,3,84,1,2018,{40BED75C-F3B4-48BF-806C-FF75219EBF46}
-74.145546,4.63125600000001,15,1014,8004360,I,Estación Banderas,1,1,8,Troncal Americas,L-D 05:00 - 24:00,3,164,1,2018,{38127E6B-EE07-40B8-8D80-2E28BAF02936}
-74.135224,4.63013999899999,16,1015,8013741,I,Estación Mundo Aventura,1,1,8,Troncal Americas,L-D 05:00 - 24:00,1,32,1,2018,{AE7118D9-45BA-4387-8166-95CDA960A9AA}
-74.128603,4.62948799999998,17,1016,8004666,I,Estación Marsella,1,1,8,Troncal Americas,L-D 05:00 - 24:00,1,32,1,2018,{0C5697A7-0397-4BB3-B187-DED83F76D824}
-74.119685,4.62860899999998,18,1017,16000291,I,Estación Pradera,1,1,16,Troncal Americas,L-D 05:00 - 24:00,1,32,1,2018,{478A72EA-B2C5-4863-93C6-F5CEE3DC4313}
-74.169351,4.59672699999999,19,1018,7009012,I,Portal del Sur,1,1,19,Troncal NQS Sur,L-D 05:00 - 24:00,3,961,1,2018,{4AE4B9F2-B7A8-42E5-BE8A-A045342E32DF}
-74.128297,4.59347599900002,20,1019,16005114,I,Estación General Santander,1,1,16,Troncal NQS Sur,L-D 05:00 - 24:00,3,48,1,2018,{8ED31880-C301-43E5-B911-3C2B353B6067}
-74.090292,4.61280900000003,21,1020,14000289,I,Estación Ricaurte,1,1,14,Troncal NQS Central,L-D 05:00 - 24:00,2,185,1,2018,{73AB642B-AACE-4FE5-A244-08BC978C1E6C}
-74.082115,4.59358500000002,22,1021,3000873,I,Estación Bicentenario,1,1,3,Troncal AV 10,L-D 05:00 - 24:00,3,116,1,2018,{B0B09510-E05A-487D-9DB0-1949A38D3887}
-74.097222,4.56547299900001,23,1022,4008127,I,Portal 20 de Julio,1,1,4,Troncal AV 10,L-D 05:00 - 24:00,3,216,1,2018,{B6B985A3-8728-45A2-B2B9-256F487B0414}
-74.120627,4.68042600000001,24,1023,9001736,I,Portal El Dorado,1,1,6,Troncal Calle 26,L-D 05:00 - 24:00,3,532,1,2018,{EC9EC764-427E-4738-B1F3-C3A274B95AA2}
-74.108907,4.66215099999999,25,1024,9004511,I,Estación Av. Rojas,1,1,10,Troncal Calle 26,L-D 05:00 - 24:00,1,104,1,2018,{2FA961A3-1FDB-48A7-8842-C67916F27E98}
-74.092526,4.63656200000003,26,1025,13002752,I,Estación Quinta Paredes,1,1,13,Troncal Calle 26,L-D 05:00 - 24:00,1,48,1,2018,{35121EB2-B606-412B-AC02-B7D9F7EF3EDD}
-74.110413,4.70957499999997,27,1026,0,I,Portal 80,1,1,10,Troncal Calle 80,L-D 05:00 - 24:00,3,333,1,2018,{CA73DC9B-4FA5-4B24-8CCC-2EB502A371AB}
-74.139671,4.57180199999999,28,1027,6002051,I,Portal Tunal,1,1,19,Cable,L-D 05:00 - 24:00,3,437,1,2019,{3A736772-2747-458E-B11F-F3FA28896EDD}
-74.093165563,4.57738534600003,29,1028,15001414,I,Estación Intermedia Av. Primero de Mayo,1,1,4,Troncal AV 10,L-D 05:00 - 24:00,2,228,1,2019,{FC1657D8-2266-4A63-90A7-F631D07EDA61}
-74.148315,4.55713900000001,30,1029,19012671,I,Estación TransMiCable Juan Pablo,1,1,19,Cable,L-D 05:00 - 24:00,3,44,1,2019,{4C7EF687-0CAB-41C3-A99F-F8AC3C32DEEF}
-74.151438,4.55119000000002,31,1030,19008801,I,Estación TransMiCable Manitas,1,1,19,Cable,L-D 05:00 - 24:00,3,52,1,2019,{9D4545E0-1EEB-4D65-B242-ABDDB7776E19}
-74.158873,4.549555,32,1031,19009103,I,Estación TransMiCable Mirador del Paraiso,1,1,19,Cable,L-D 05:00 - 24:00,3,82,1,2019,{1BEF0933-2F7A-431E-B2DD-7DCFA4C55CB0}
-74.044284,4.68112400000001,33,1032,2000148,F,City Parking Edificio Pijao,2,1,2,AK 11 # 98 07,L-D 24h,8,90,1,2016,{4457AC33-A1CC-47E6-9F3E-A31A1A7E4C13}
-74.039336,4.68017999900002,34,1033,1006461,F,City Parking Capital Tower,2,1,2,AC 100 #7 33,L-V 05:30 - 22:00  S 06:00 - 14:00,8,80,1,2016,{6668C19D-10C6-45A5-892B-272F909898B4}
-74.046241,4.68373600000001,35,1034,1005818,F,City Parking MegaTower,2,1,2,AC 100 # 13 21,L-S 06:00 - 21:00,8,126,1,2016,{6CDA6D18-4DC2-411A-87F8-6EBA79739231}
-74.049065,4.70479599999999,36,1035,1008117,F,City Parking 125,2,1,1,AK 19 # 125 17,L-V 06:00 - 22:30   S 07:00 - 23:00   D-F 07:00 -*,8,50,1,2016,{2BB74C0B-5ED7-46AB-A4AA-595CA94CC4EA}
-74.049459,4.70242000000002,37,1036,1004594,F,Centro Comercial Santa Barbara Drive,2,1,1,AK 19 # 122 49,L-D 06:00 - 22:00,8,40,1,2016,{64FD53FC-C1D7-476C-9F9E-6E2311C92681}
-74.033824,4.694053,38,1037,1008412,F,Fundacion Santa Fe,2,1,1,AC 116 # 7 02,L-D 24h,8,52,1,2016,{875E6906-62D7-46EF-8F7E-4FC77BEB1859}
-74.032186,4.69611800000001,39,1038,1005061,F,City Parking Medical Center,2,1,1,CL 119 # 7 14,L-D 24h,8,21,1,2016,{0629422C-DB6C-48E6-B1DD-31B4092974E6}
-74.056267,4.67004900000001,40,1039,2000589,F,Terminal de Transporte Country 85,2,1,2,CL 85 # 16 07,L-D 24h,8,60,1,2016,{F9163DE2-8BE9-4FC0-A8FB-8781D87B1541}
-74.053244,4.67400600000002,41,1040,2000458,F,City Parking Torre Zimma,2,1,2,KR 15 # 88 64,L-V 06:00 - 22:00  S 07:00 - 16:00,8,79,1,2016,{37BFD423-89E8-4F0A-B305-F0713F98E5E6}
-74.051902,4.68789399999997,42,1041,1005619,F,City Parking BodyTech Plaza,2,1,1,AK 19 # 102 31,L-V 04:00 - 22:00   S 05:30 - 21:00,8,22,1,2016,{FC11A5DA-9307-41EB-8603-AC9D63E2E0B8}
-74.116915466,4.68027363800002,43,3358,10011692,F,City Parking World Business Center,2,1,10,AK 85A 46A-45,L-V 06:00 - 20:00   S-D 06:00 - 14:00,4,24,1,2024,{2F17DB15-24AC-4E0F-BDE2-C369392A966F}
-74.070519,4.61514599999998,44,1043,3000315,F,Porvenir,2,2,3,KR 13 # 26 A 65,L-V 07:00 - 20:00,8,36,1,2016,{9DBCD9C4-489A-437E-97BE-D0CC60E3B4B6}
-74.072058,4.65408699900001,45,1044,12002632,F,Universidad del Rosario - Sede Quinta de Mutis,2,2,12,KR 24 # 63 C 69,L-V 07:00 - 20:00  S 07:00 - 14:00,8,250,1,2016,{09A47CE8-E49B-457C-805D-0BD5206D39A3}
-74.048377,4.67360000000002,46,1045,2000429,F,Microsoft,2,2,2,CL 92 # 11 51,L-V 07:00 - 20:00,8,25,1,2016,{92983286-7566-4D73-9F69-3DE2092B23D5}
-74.073113,4.600436,47,1046,17000059,F,Universidad del Rosario,2,2,17,CL 12C # 6 25,L-V 07:00 - 20:00,8,185,1,2016,{1F25404D-A4F6-40F4-8EBA-D7D3ABBC1314}
-74.061703,4.70885800000002,48,1047,11014197,F,Bavaria,2,2,11,KR 53A # 127 35,L-V 07:00 - 22:00,8,99,1,2016,{9071431D-CCD8-4B83-8965-C0D658D82EFA}
-74.066395,4.60144500000001,49,1048,17000023,F,Universidad de los Andes,2,2,17,KR 1 # 18 A 12,L-V 07:00 - 22:00,8,440,1,2016,{F91BF9CD-A5D0-4A44-A6D3-7D30B0508669}
-74.049286,4.67516000000001,50,1049,2002187,F,Parking International Hotel Atton,2,1,2,CL 93 # 12 41,L-J 08:00 - 17:00  V-S 09:00 - 21:00,8,16,1,2016,{87F9D00B-0C29-43D1-9007-660F6D357304}
-74.065942,4.63448,51,1050,2001837,F,City Parking Universidad Catolica de Colombia,2,1,2,AK 13 # CL 47 30,L-V 05:30 - 21:23  S 06:00 - 18:00,8,40,1,2016,{206FD93D-554D-4A4F-94B8-34F1D236D6A8}
-74.057372,4.65435100000002,52,1051,2001187,F,Parking International Claustro de la Enseñanza,2,1,2,CL 70A # 8 00,L-D 24h,8,54,1,2016,{BAAEF342-EEEA-40B2-B929-756769CEF878}
-74.070063,4.61098600000003,53,1052,3002336,F,Torre Colpatria,2,2,3,KR 7 24 89,L-V 05:30 - 22:00  S 06:00 - 14:00,8,265,1,2016,{A2D6927E-9D7D-4894-B147-37608F28AEB4}
-74.041619,4.78341799999998,54,1053,1006271,F,Universidad Escuela Colombiana de Ingenieria,2,2,11,AK 45 205 59,L-D 08:00 - 20:00,8,200,1,2016,{4A199B7F-145F-4155-9A03-BE1F1D1F8157}
-74.094948,4.641435,55,1054,13002758,F,Instituto Nacional de Salud,1,1,13,CL 26 51 20,L-V 07:00 - 20:00,8,45,1,2017,{62FAE4C7-8EA1-418E-8ABD-B555500C2AA5}
-74.045163,4.761886,56,1055,1006377,F,Centro Comercial Santafé,2,1,11,AK 45 183 49,L-D 06:00 - 11:00,8,370,1,2017,{D996AA4C-9FF0-483F-B1ED-704DEC87B010}
-74.063135,4.62905499999999,57,1056,2002073,F,Universidad Pontificia Universidad Javeriana,2,2,2,KR 7 40 62,L-V 06.00 - 22:00   S-D 06:00 - 12:00,8,382,1,2017,{159F6C1F-6E52-42E3-8F80-2C09C5C22E3A}
-74.029017,4.71529600000002,58,1057,1006341,F,Centro Comercial Palatino,2,1,1,AK 7 138 33,L-D 07:30 - 02:00,8,50,1,2017,{AD76CFA3-01EF-446F-BE86-3C1842E297F1}
-74.062508,4.72287499999999,59,1058,11008720,F,Centro Comercial Paseo San Rafael,2,1,11,CL 134 55 30,L-D 06:00 - 22:00,8,110,1,2017,{A2D3DBAF-5DFE-4BD7-AF44-9FAA714F52F1}
-74.053922,4.66660400000001,60,1059,2000755,F,Centro Comercial Andino,2,1,2,KR 12 82 71,L-J 08:00 - 23:00   V-D 08:00 - 01:00,8,400,1,2017,{6D9868EA-C133-4319-B315-B3B1C6FDAA4F}
-74.095371,4.74859199899998,61,1060,11014520,F,Centro Comercial Plaza Imperial,2,1,11,AK 104 148 07,L-D 07:00 - 22:00,8,180,1,2017,{DF7185E7-C2AD-4013-9733-367A3654753A}
-74.085545,4.73772100000002,62,1061,11005573,F,Centro Comercial Centro Suba,2,1,11,CL 145 91 19,L-D 07:00 - 21:30,8,200,1,2017,{02B62981-E670-44C7-AABC-B3A806AADF24}
-74.155412,4.64176900000001,63,1062,8002084,F,Centro Comercial Tintal,2,1,8,AK 86 6 37,L-D 6:00 - 23:00,8,100,1,2017,{E2402822-0784-4107-BF6A-C5BCA1D25372}
-74.137206,4.61844300000001,64,1063,8007379,F,Centro Comercial Plaza de las Americas,2,1,8,KR 71 D 6 94 SUR,L-D 05:00 - 23:00,8,562,1,2017,{1B6EDDD3-D949-4100-B577-6D1584DB3820}
-74.123157,4.59166900000002,65,1064,15000396,F,Centro Comercial Centro Mayor,2,1,15,CL 38 A SUR 34 D 50,L-D 06:00 - 22:00,8,1100,1,2017,{D25CE694-F39F-4052-A7F3-5C76E4C128DF}
-74.094288,4.68649499999998,66,1065,10011876,F,Edificio Av. Chile,2,2,2,CL 72 7 21,L-D 24h,8,300,1,2017,{B17971F0-AC49-495C-A91E-87A845E587FE}
-74.068657,4.60560900000002,67,1066,3000600,F,Universidad Central (Sede Centro),2,2,3,CL 21 4 40,L-S 06.00 - 22:30   D 06:00 - 16:00,8,126,1,2017,{E63D9EC3-08F9-4C82-89B9-34D893329694}
-74.093933,4.64659899899999,68,1067,13000615,F,Tribunales - Rama Judicial,1,1,13,KR 57 43 91,L-V 07:00 - 20:00,8,60,1,2017,{8480E1F9-7EE7-4D71-8CD8-2BA091AF7D9F}
-74.099127,4.64028999999999,69,1068,13002870,F,Tribunales - Cundinamarca,1,1,13,AC 24 53 28,L-V 07:00 - 20:00,8,93,1,2018,{97801623-1CF0-4708-99D0-583ED7260346}
-74.066834,4.73426599999999,70,1069,11013349,F,Centro Comercial Parque La Colina,2,1,11,KR 72 145 2,L-D 06:30 - 22:30,8,356,1,2018,{531B7885-32D2-48DD-96EF-ED8BD86A705F}
-74.131094,4.68922500000002,71,1070,9004084,F,Corporación de la Industria Aeronautica Colombiana,2,2,9,AC 26 103 08,L-V 07:00 - 20:00,8,48,1,2018,{54969658-7F4F-4DBC-9A2E-EDB53A5432B9}
-74.113289,4.64777900000001,72,1071,9003970,F,Corporación Colombiana de Logística,2,2,9,AC 22 68 B 75,L-V 07:00 - 20:00,8,35,1,2018,{4DC85DA7-4379-4AD5-9864-C0C79695FF41}
-74.052006,4.67907400000001,73,1072,2000242,F,Novartis,2,2,2,CL 93 B 16 31,L-S 07:00 - 20:00,8,70,1,2018,{2DC14628-44DB-44C2-9D65-59599B77FF98}
-74.061073,4.64648,74,1073,2001473,F,Idipron,1,1,2,CL 61 7 78,L-V 07:00 - 20:00,8,24,1,2018,{6592C13E-B23C-4BDD-AE4A-062290264295}
-74.113439,4.674759999,75,1074,10009142,F,Idiger,1,1,10,DG 47 77 A 09 Int.11,L-V 07:00 - 20:00,8,55,1,2018,{5D6B1207-47E4-4A53-89AF-63AD3043ED80}
-74.070404,4.60557699999998,76,1075,3000601,F,City Parking Bacata,2,1,3,CL 20 5 63,L-D 24h,8,82,1,2018,{0A868E7B-A70C-41A0-B74B-027FF99F65A1}
-74.060392,4.66233999999997,77,1076,2000925,F,Universidad Central (Sede Norte),2,2,2,CL 75 16 03,L-V 06:00 - 22:00,8,108,1,2018,{18D91071-363F-463D-8162-1BBA95346FC6}
-74.053931,4.67487499999999,78,1077,2000398,F,Terminal de Transporte Chico Calle 90,2,1,2,CL 90 16 05,L-D 06:00 - 22:00,8,59,1,2019,{D6B4BC8B-3CC2-42E6-9791-C9FDAA60AEFE}
-74.066037,4.64991399899998,79,1078,13000298,F,City Parking Park 63,2,1,12,CL 63 15 32,L-D 24h,8,16,1,2019,{B0059294-520C-428C-859E-0EE9FD2EB389}
-74.062277,4.65017899999998,80,1079,2001330,F,City Parking Calle 64,2,1,2,CL 64 10 64,L-D 24h,8,20,1,2019,{5D4DFD99-8E96-408D-8929-DC82FFA7604F}
-74.049619,4.67792600000001,81,1080,2000293,F,City Parking Calle 93 B,2,1,2,CL 93B 13 55,L-D 06:00 - 24:00,8,18,1,2019,{0D30E9FF-F90A-456A-B3B2-FD934B3958F6}
-74.048436,4.68170199899998,82,1081,2000124,F,Terminal de Transporte Chico 97,2,1,2,KR 14 96 55,L-S 06:00 - 22:00,8,56,1,2019,{61DEF71D-67AB-4EEA-8B9F-84670643BD49}
-74.043533,4.68032399999998,83,1082,2000185,F,City Parking Bogotá Trade Center,2,1,2,KR 10 97 A 13,L-S 07:00 - 16:30,8,12,1,2019,{3E0BF9C6-7CEC-40CB-B9FE-A296F17FF1D8}
-74.068907,4.59561600000001,84,1083,17000210,F,Universidad Externado,2,2,17,CL 12 1 17 Este,L-V 05:30 - 22:00   S 06:00 - 18:00,8,104,1,2019,{09CD5205-B8B1-4035-9294-B41FFFA32F38}
-74.066162,4.63374499999998,85,1084,2001875,F,Universidad Católica,2,2,2,KR 13 46 55,L-V: 5:30 - 22:00,8,38,1,2019,{6E39D752-9EC6-4150-A8F9-4FCC7603DAB2}
-74.024128,4.73270100000002,86,1085,1002897,F,City Parking Centro Empresarial North Point,2,1,1,KR 7 156 80,L-S 05:30 - 22:00  D-F 06:00 - 21:00,8,36,1,2019,{30BE9C94-6E40-4E2C-93A2-EBE6C1638C43}
-74.050551,4.72014100000001,87,1086,1003846,F,City Parking BIOS,2,1,1,KR 23 134A 21,L-J 05:00 - 23:00  V 05:00 - 21:00  S 07:00 - 18:*,8,18,1,2019,{A3C01AB1-0ED9-4917-BA91-E8D40CE87D41}
-74.053982,4.70415600000001,88,1087,1007808,F,City Parking Cruz Verde 123,2,1,1,KR 45 123 14,L-V 5:30 - 21:00 S 6:00-21:00D-F 07:00 - 17:00,8,24,1,2022,{881851FC-2024-403D-9E9B-B5C9E69F52AC}
-74.050655,4.70590800000002,89,1088,1004363,F,City Parking Pluss 127,2,1,1,CL 127 20 16,L-V 06:00 - 21:00  S 06:00 - 16:00,8,111,1,2019,{E978A236-14DF-4998-8AC9-A5D84DC59EA6}
-74.048956,4.70664199999999,90,1089,1008087,F,City Parking Imagen 127,2,1,1,CL 127 Bis 19 25,L-V 06:00 - 21:00  S 06:00 - 14:00,8,57,1,2019,{26F82F4E-418C-4F5A-8A3D-135A4CA248F9}
-74.050923,4.69276100000002,91,1090,1008088,F,City Parking AK 19 con 105,2,1,1,KR 19 105 52,L-S 06:00 - 22:00,8,20,1,2019,{308242D4-1DFC-4A0D-ADB4-E2C951BA80C8}
-74.042083,4.68096500000001,92,1091,2000150,F,Edificio Citibank,2,2,2,KR 9A 99 02,L-D 24h,8,120,1,2019,{60FEF59E-59DC-4F91-AFF8-21A01518BB7E}
-74.066123,4.64065900000003,93,1092,2001696,F,Unidad Administrativa Especial de Servicios Públi*,1,1,2,AV. CARACAS 53 80,L-V 07:00 - 20:00,8,33,1,2019,{035B9C6C-9801-4286-B713-9F4DD8A83E34}
-74.087331,4.66270100000003,94,1093,12003236,F,Secretaría de Desarrollo Económico - Plaza de los*,1,1,12,KR 60 63A 52,L-V 07:00 - 20:00,8,70,1,2019,{0A9106C1-F160-43D9-9F15-351464E6B3C1}
-74.0386,4.67966200000001,95,1094,1006463,F,Capital Tower Administracion,2,2,2,AC 100 7 33,L-V 05:30 - 22:00  S 06:00 - 14:00,8,77,1,2019,{512429B6-AC82-476A-A52E-2311DDA5EA0D}
-74.093421,4.61564600000003,96,1095,16001596,F,Secretaría Distrital de Salud,1,1,16,KR 32 12 81,L-D 24h,8,80,1,2019,{93150E34-6A7E-4727-BC91-2306D081F126}
-74.06522,4.639297,97,1096,2001739,F,Secretaría Distrital de Hábitat,1,1,2,KR 13 52 25,L-V 06:00 - 20:00,8,68,1,2019,{3323FDAB-A403-4487-AC8C-5F14ADE8A5CB}
-74.032949,4.69451099999998,98,1097,1005214,F,City Parking Edificio Flormorado,2,1,1,CR 7 116 44,L-D 24h,8,166,1,2019,{E4B4C2DF-FDD3-43FB-8128-4BEFA2D85EF8}
-74.032295,4.694546,99,1098,1005176,F,City Parking Edificio Flormorado,2,1,1,CL 117 6A 60,L-D 24h,8,72,1,2019,{551D859B-D472-4B65-929F-81CE8400AC13}
-74.097752,4.61958499999997,100,1099,16001083,F,Secretaría Distrital de Movilidad,1,1,16,AC 13 37 35,L-S 5:30 - 22:00  D 08:00 - 16:00,8,112,1,2019,{5BCD9176-56B4-4F56-BC86-6B57791C9D3A}
-74.050454,4.69617499999998,101,1100,1005023,F,Edifico Old Mutual - Skandia,2,2,1,AV 19 109A 30,L-V 5:30 - 22:00  S 06:00 - 14:00,8,90,1,2019,{E6E8C480-15AA-4D81-809D-455E050D89C4}
-74.069252,4.62752399999999,102,1101,13002031,F,Orquesta Filarmónica de Bogotá,1,1,13,CL 39 Bis 14 32,L-S 6:30 - 22:00,8,34,1,2019,{3627FB8D-3EEC-43E7-9035-FB4741485828}
-74.055498,4.656660999,103,1102,2001097,F,JW Marriot Hotel,2,2,2,CL 73 7 88,L-D 24h,8,198,1,2019,{69ED0F64-0B70-4C8C-B6ED-E3743033A0ED}
-74.067708,4.62431500000002,104,1103,3002240,F,"Ecopetrol Dirección General
",2,2,3,KR 13 36 24,L-D 24h,8,128,1,2022,{94336758-D4D6-4EC5-95E5-53215A733C53}
-74.179824,4.59705700000001,105,1104,19000003,F,Idipron UPI Bosa,1,1,7,KR 77G 63 35 SUR,L-V 07:00 - 20:00,8,24,1,2019,{07EA40F8-EFF2-43C3-9BCE-53A738268A3C}
-74.076757,4.609174999,106,1105,14000487,F,Idipron UPI Conservatorio Javier de Nicoló,1,1,14,DG 18 16A 13,L-V 07:00 - 18:30  S 8:00 - 12:30,8,24,1,2019,{FB167B73-E3EE-47F1-A91D-5D44B62E4B15}
-74.042558,4.68054100000001,107,1106,2000178,F,City Parking Ecotek 99,2,1,2,CL 99 10 33,L-V 06:00 - 20:00  S 06:00 - 13:00,8,77,1,2019,{5FD737B9-F6BB-46A2-822C-E965A2C8D798}
-74.038774,4.679327,108,1107,2002519,F,City Parking Corpbanca,2,1,2,CL 99 7A 44,L-V 5:30 - 22:00  S 06:00 - 14:00,8,110,1,2019,{CED092B1-A8E6-4A39-BC63-67539F0CDD7C}
-74.066648,4.62259799999998,109,1108,3000043,F,Banco de Bogota,2,2,2,CL 36 7 47,L-V 06:00 - 20:00,8,85,1,2019,{8B92E09E-5D75-4B50-A8B6-87FE52B3F093}
-74.114653,4.654066,110,1109,9003860,F,Terminal de Transportes Salitre,1,1,9,DG 23 69A 55,L-V 5:30 - 22:00  S 06:00 - 14:00,8,100,1,2019,{E5849DB8-4FA6-41EC-9D40-4B90BAEC8E89}
-74.162242,4.59150399999999,111,1110,19000502,F,Idipron UPI Perdomo,1,1,19,AK 70C 60B 05 SUR,L-V 07:00 - 15:30  S 8:00 - 12:30,8,50,1,2019,{61D679E1-A837-471A-8BB8-2F84D1BD402C}
-74.027317,4.72329999900001,112,1111,1003678,F,City Parking Centro Comercial Show Place,2,1,1,AC 147 7 70,L-V 04:00 - 24:00   S-D-F 06:00 - 22:00,8,20,2,2016,{54B51A8C-6C6B-450C-89FF-E4B6C48FDFDC}
-74.043666,4.70399700000002,113,1112,1004478,F,Centro Comercial Metro 127,2,1,1,CL 127 15 A 03,L-D 06:00 - 22:00,8,27,2,2016,{57A1B546-2441-49C8-B2A3-7661AE5A3EAF}
-74.050326,4.69563299999999,114,1113,1007023,F,City Parking Calle 109,2,1,1,AK 19 109 50,L-S 06:00 - 22:00  D-F 06:00 - 18:00,8,8,2,2016,{F93E7EFD-4D40-4173-BB5D-1E63B538FA39}
-74.060531,4.64669500000002,115,1114,2001472,F,City Parking Bodytech Chapinero,2,1,2,KR 7 61 47,L-D 24h,8,18,2,2016,{BDF08739-96A7-46C2-9D63-BB522656CB16}
-74.057451,4.643687,116,1115,2001572,F,Universidad Manuela Beltran,2,2,2,AV Circunvalar 60 00,L-V 06:00 - 22:30  S 06:00 - 19:00,8,20,2,2016,{7413DBD5-1F0C-495A-AB5A-BF8115A6D370}
-74.049902,4.67195900000002,117,1116,2000508,F,City Parking Carrera 11 A,2,1,2,KR 11 A 88 49,L-M 06:00 - 23:00 J-S 06:00 - 03:00 D-F 08:00 - 1*,8,15,2,2016,{EADF3BEB-6072-4C42-8F35-47E0F2653A6A}
-74.159483,4.61848099999997,118,1117,8007238,F,City Parking Bodytech Kennedy,2,1,8,TV 78 J 41 F 05 SUR,L-J 05:00 - 23:00  V 05:00 - 21:00  S 07:00 - 18:*,8,42,2,2016,{3DCA05CC-E3DE-4163-A082-19A764B32815}
-74.108349,4.59790299899998,119,1118,15001554,F,City Parking Bodytech Sultana,2,1,15,CL 12 SUR 31 37,L-J 05:00 - 23:00  V 05:00 - 21:00  S 07:00 - 18:*,8,32,2,2016,{1F5A45A8-DC56-4524-8138-D6825EAFFAC3}
-74.110125,4.66830199999998,120,1119,10011508,F,City Parking Bodytech Normandia,2,1,10,AK 72 49 15,L-V 05:00 - 23:00  S-D 06:00 - 17:00,8,36,2,2016,{8D422AC6-FE87-48BE-9890-8228FE223D3F}
-74.064597,4.68782099999999,121,1120,12003318,F,Centro Comercial Iserra 100,2,1,12,TV 55 98 A 66,L-V 07:00 - 22:00  S 08:00 - 21:00,8,197,2,2016,{882437FF-6DC3-457F-A0C9-7FD1F38E11D7}
-74.144267,4.67444599999999,122,1121,9002324,F,Centro Comercial Fiesta Fontibon,2,1,9,KR 100 18 59,L-S 08:00 - 20:00  D-F 09:00 - 19:00,8,21,2,2016,{51CDBEA1-A7E7-476E-889E-03EA71FCC144}
-74.047286,4.679507,123,1122,2000239,F,City Parking Calle 95,2,1,2,CL 95 11 A 67,L-S 06:00 - 20:00  D-F 10:00 - 16:00,8,20,2,2016,{C264E1E4-DB84-40B4-8A71-D07F3245215C}
-74.047276,4.674757,124,1123,2000420,F,Sura,2,2,2,KR 11 93 46,L-V 07:00 - 20:00,8,30,2,2016,{6D2CB0A2-B398-498E-8D7E-213FD208DB31}
-74.086616,4.69574899999998,125,1124,10010119,F,Centro Comercial Titan,2,1,10,AK 72 80 94,L-D 06:00 - 22:00,8,350,2,2017,{69B018B3-C62D-411C-852E-2B6C9772F56B}
-74.071882,4.63216799899999,126,1125,13001631,F,Aparcar A.G.,2,1,13,CL 43 A 18 A 40,L-V 06:00 - 19:30  S 06:00 - 14:00,8,30,2,2018,{110F9279-3767-46A0-90DA-E5D3A3281A4D}
