X,Y,OBJECTID,ID_CICLOPARQUEDERO,CIV,CLASECICLOP,NOMBRECICLOP,SECTORCICLOP,TIPOUSUARIOCICLOP,LOCALIDAD,DIRECCIONCICLOP,HORARIOCICLOP,TIPOLOGIACICLOP,CUPOCICLOP,SELLOCICLOP,ANOCICLOP,GLOBALID
-74.117390213,4.67987040100002,239,1238,10011692,F,City Parking Lote av. ciudad de cali,2,1,10,Kr 85k #46a-45,L-D 24h,8,34,1,2021,{3CEBCBFD-C44B-4540-B4B0-D70F172E62D8}
-74.188296084,4.636923534,240,1239,7009600,F,Centro comercial Mi centro El Porvenir Bosa,2,1,7,CL 54F SUR 94 18,L-D 8:00 - 21:00,8,223,2,2022,{880626FE-AFDC-4A2D-9934-0F472553C992}
-74.116019173,4.62916800300002,241,1240,16000300,F,Centro comercial Oulet las ámericas,2,1,16,KR 62 9a 60,L-V 9:30 - 20:30,8,50,2,2022,{9A5B3F44-6C97-4AB8-9485-78000BFF0847}
-74.048780945,4.67609611900002,242,1241,2000390,F,Parking International Edificio Salvio,2,1,2,KR 12 93 06,D-Ma 7:00 - 23:00 Mi- S 7:00 - 16:00,8,62,2,2022,{9A48B058-D639-4072-9FAE-739FC71652EA}
-74.056601001,4.66981720400003,243,1242,2002744,F,Parking International Almirante Colon,2,1,2,KR 16 84A 09,L-S 6:00 - 19:00,8,12,2,2022,{D4C87440-2D28-47C9-B37F-10CB9C8167E0}
-74.103376875,4.70487828099999,244,1243,10004454,F,Centro comercial Primavera Plaza,2,1,10,CL 80 80 90,L-S 5:30 - 21:00 D-F 8:00 - 21:00,8,66,2,2022,{A210BADA-0C79-4344-BB83-21EDAA7E40D5}
-74.053402217,4.66525698499998,245,1244,2000816,F,Parking International Edificio 811,2,1,2,CL 81 11 08,L-J 6:00 - 20:00 V-D 6:00 - 14:00,8,152,2,2022,{434CD1B3-D1DF-45EA-A323-F417D67DE267}
-74.089326968,4.65727831599997,246,1245,13000088,F,Aparcar Biblioteca Virgilio Barco,2,1,12,AK 60 57-60,L-S 6:00 - 20:00 D-F 07:00 - 17:00,8,42,2,2022,{D897D4F3-E6A3-494B-BACD-E63D4BAD840F}
-74.074291748,4.64214557999998,247,1246,13001005,F,Parqueadero Lugano,2,1,2,KR 24 53 41,L-S 6:00 - 19:00,8,83,2,2022,{773E7F87-4870-40EF-A257-E821A9C83D5C}
-74.046533935,4.75586068000001,248,1247,1006376,F,Homecenter Calle 170,2,1,11,Auto Norte 175 50,L-S 7:00 - 21:00 D-F: 8:00 - 20:00,8,75,2,2022,{B20AC5FB-2408-4BE4-B23A-EE38C8998A24}
-74.038251557,4.80685358400001,249,1248,1006420,F,Centro comercial Bima,2,1,11,Auto Norte 232 35,L-V 9:00 - 19:00 S: 9:00 - 21:00 D-F: 8:00 - 21:00,8,30,2,2022,{0A519B93-B0EC-4842-84FD-CC7E680AB360}
-74.143130437,4.67251852599998,250,1249,9004245,F,Parqueadero Tequendama Fontibón,2,1,9,Dg 16 104 52,L-S 6:00 - 22:00 D-F 6:00 - 21:00,8,164,2,2022,{0CEA96C3-FF29-4E36-9B64-08A8E03D7778}
-74.117799988,4.67837075699998,251,1250,9004403,F,Homecenter Dorado calle 26,2,1,10,Cll 50 82 55,L-S 7:00 - 21:00 D-F: 9:00 - 20:00,8,130,2,2022,{60114243-6A1A-442F-ADF4-168A281F261C}
-74.109842305,4.65328630900001,252,1251,9004944,F,Centro comercial Salitre plaza,2,1,9,KR 68 24 39,L-D 8:00 - 22:00,8,186,2,2022,{5E193200-B681-448D-B202-A9086D4A4F40}
-74.131900791,4.68956589599998,253,1252,9004096,F,Parqueadero H&H,2,1,9,CL 26 103 04,L-V 07:00 - 18:30 S 8:00 - 12:30,8,292,2,2022,{0DB1B557-438F-4824-8A52-D03AF4243774}
-74.068401281,4.60530512700001,254,1253,3000600,F,City Parking Universidad Central Campus,2,1,17,KR 5 21 38,L-V 06:00 - 22:00  S:6:00 - 18:00,8,120,2,2022,{4AD32F9B-7381-494F-907A-E33346C2B040}
-74.078922864,4.68486477099998,255,1254,10011417,F,Home center calle 80,2,1,10,KR 68 80 77,L-S 7:00 - 21:00 D-F: 9:00 - 20:0,8,110,2,2022,{027146AD-1988-48DD-B2EC-4B29611CF94B}
-74.097264758,4.74804239399998,256,1255,11014653,F,Éxito Suba,2,1,11,CL 145  105B 58,L-D 8:00 - 21:00,8,132,2,2022,{78D83837-DDCC-4DF6-BE4D-CD58E10B2BED}
-74.056297392,4.66830263899999,257,1256,2000709,F,Edificio Torre Alianza - MTS,2,2,2,KR 15 82 99,L-V 8:00 - 16:00,8,120,2,2022,{FF42F3A6-C534-43D7-AF82-E44DD31C8463}
-74.088341,4.59278499999999,258,1257,3000912,F,City Parking Homi,2,1,14,AK 14 1 13,L-D 24h,8,54,2,2021,{D5251DED-ED76-423B-8799-F605A3CCA911}
-74.077058,4.69855999999999,259,1258,11011022,F,Instituto Distrital de Protección y Bienestar Ani*,1,1,10,KR 106a 67 02,L-V 07:00 - 17:30,8,33,2,2021,{84592C51-2CAC-43FC-8F73-D126A2B86BCF}
-74.050108638,4.69847538900001,260,1259,1004934,F,Home Sentry 116,2,1,1,CL 116 19 17,L-D 8:00 - 22:00,8,40,2,2021,{3B24D42A-33EE-4733-89B0-039FA91385CF}
-74.07477065,4.69182994400001,261,1260,11011467,F,Centro comercial floresta Outlet,2,1,11,Kr 69 98a 11,L-D: 09:00 - 20:00,8,120,2,2021,{90F01394-430D-4BF0-A2C2-EEEBC26BCFE7}
-74.094905638,4.55433519899998,262,1261,4003336,F,SDIS - Centro de Desarrollo Comunitario La Victor*,1,1,4,KR 4 ESTE 40A 34 SUR,L-V 07:00 - 17:30,8,16,2,2021,{47523301-2540-4681-B28D-1691D07CC386}
-74.168876582,4.64005503700002,263,1262,8002299,F,SDIS - Jardin infantil Nuestra Señora de Guadalupe,1,1,8,CL 39 Sur 89C 37,L-V 07:00 - 17:30,8,12,2,2021,{6793954E-4BC2-45F0-A5B1-0D9A42A077A6}
-74.064880747,4.72790060599999,264,1263,11007601,F,Centro comercial Porto Alegre,2,1,11,KR 58 137B 01,L-D 6:00 - 14:00,8,70,2,2021,{456B959C-635A-442E-AF7F-BCD07635193B}
-74.085150601,4.73859075600001,265,1264,11005526,F,Centro comercial Subazar,2,1,11,CL 145 91 34,L-D 8:00 - 21:00,8,37,2,2021,{7EFC434C-46F7-419A-B3BD-72CA3E8DE628}
-74.159955192,4.61842186400003,266,1265,8007238,F,City Parking Lote Kennedy,2,1,8,CL 42 sur 78k 30,L-D 24h,8,16,2,2021,{71665084-B819-4092-BBD6-6386CFE56151}
-74.12833973,4.68426001799997,267,1266,9005012,F,City Parking Lote Fontibón,2,1,9,Kr 97 #25D-80,L-D 24h,8,22,2,2021,{B60F508E-9DAE-486F-939D-C54ECF4176A6}
-74.115508887,4.70092683399997,268,1267,10010283,F,Centro comecial Diver Plaza,2,1,10,TV 99 70A 89,L-D 10:00 - 21:00,8,145,2,2022,{C0F9E876-4287-4AB3-BE6E-0AE63EC495FB}
-74.114231466,4.67743109999998,269,1268,10010402,F,Edificio Mega Port,2,2,10,KR 85A 46A 96,L-V 7:00 - 19:00,8,120,2,2022,{530688BA-7C87-4C73-B199-43DBF1584080}
-74.169167021,4.67964107400002,270,1269,9001696,F,Parque Empresarial la Estancia,2,1,9,KR 85A 46A 96,L-V 7:00 - 19:00,8,200,2,2022,{EF26B321-C86E-400C-BA5F-9A5BE02DBC31}
-74.16394146,4.67729717999998,271,1270,9002011,F,Centro logístico de occidente,2,2,9,CL 14B 116 5,L-V 7:00 - 19:00,8,107,2,2022,{48D28F77-8430-4F72-8D32-39345CBE3570}
-74.04436584,4.68122208400001,272,1271,2000149,F,Edificio Green Office Corporativo,2,2,2,KR 11 97 7,L-V 7:00 - 19:00,8,172,2,2022,{A0A440D5-DB02-4028-B661-F33EA3EC7A8A}
-74.130479598,4.688193668,273,1272,9004084,F,Parking hotel habitel,2,1,9,AV CL 26 100 89,L-V 7:00 - 19:00,8,24,2,2022,{C8246C77-EA9E-49FA-B4E6-6101F6FB40F7}
-74.083937152,4.69117006599998,274,1273,10007210,F,Parking Jumbo Calle 80,2,1,10,CL 80 69Q 50,L-V 7:00 - 19:00,8,140,2,2022,{F1A004EC-CF43-4875-854F-12F1DC29D0CC}
-74.035116018,4.69179720099999,275,1274,1005349,F,Edificio Teleport Bussines,2,2,1,CL 113 7 45,L-V 7:00 - 19:00,8,60,2,2022,{A9DC9005-D7C8-473D-843A-FE436F50AD49}
-74.1804163,4.59248340099998,276,1275,19000391,F,La rolita,1,1,19,Calle 59A SUR – 76A-82,L-V 7:00 - 19:00,8,48,1,2022,{FEB50830-D62F-43C1-9804-07005FBEED23}
-74.086468643,4.56989965999998,277,1276,4000848,F,Alcaldía Local de San Cristobal,1,1,4,AV 1 MAYO 1 40 SUR,L-V 7:00 - 19:00,2,30,1,2022,{B54BBB49-F2F7-414E-B72B-94D6140FEE96}
-74.121770116,4.55620633799998,278,1277,6001776,F,Alcaldía Local de Tunjuelito,1,1,6,CL 51 SUR 7 35,L-V 7:00 - 19:00,2,30,1,2022,{D7112242-E1AA-4502-9757-3792CA362580}
-74.184778888,4.61048708300001,279,1278,7005135,F,Alcaldía Local de Bosa,1,1,7,KR 80i 69 70 SUR,L-V 7:00 - 19:00,2,46,1,2022,{15BB28B6-E975-4132-976B-6D5640D25E78}
-74.0560368,4.69006769999999,280,1279,1007800,F,Parqueadero Edificio Logic 2,2,1,1,KR 45 103 34,L-V 7:00 - 19:00,8,45,2,2022,{1B294BF2-5CD8-45E4-BC9E-796900EE4A1A}
-74.072737035,4.69454340599998,281,1280,11011317,F,Caracol TV,2,2,11,CL 103 69B 43,L-V 7:00 - 19:00,8,226,2,2022,{0FA7A984-3050-46E1-AE9E-BB75CE811957}
-74.023788616,4.74148014399998,282,1281,1001873,F,Centro Crecer - Usaquen,1,1,1,CL 165 7 52,L-V 7:00 - 19:00,8,63,2,2022,{0A2BD283-4B1C-49E5-BC61-0B58A22295E1}
-74.2054075,4.61267240000001,283,1282,7004839,F,Jardin Infantil Diurno-ABSUN,1,1,7,CL 81 SUR 81 - 75,L-V 7:00 - 19:00,8,19,2,2022,{37275A37-7B13-479C-B0DE-668EF7890C02}
-74.1783915,4.617515701,284,1283,8007557,F,Centros crecer - Bosa,1,1,7,KR 81 C 68 A 24 SUR,L-V 7:00 - 19:00,8,14,2,2022,{E8C23088-8542-4EA5-B6C7-B95D27D28FAE}
-74.182772049,4.61274545700002,285,1284,7009064,F,Jardin Infantil Diurno-Los cedros,1,1,7,KR 81 A 84 C 25 SUR,L-V 7:00 - 19:00,8,20,2,2022,{10D7E04F-385B-46C1-A3D9-1BE3D561578B}
-74.141965167,4.681594883,286,1285,9001404,F,Integracion y Gestion en Territorio Fontibon,1,1,9,CL 22 J 104 B 32,L-V 7:00 - 19:00,8,32,2,2022,{9FAA4583-C460-478F-A495-46076210B0FB}
-74.157981939,4.61030478399999,287,1286,8009344,F,Comisarias de Familia- CFAM Kennedy,1,1,8,KR 74 42 G 52 SUR,L-V 7:00 - 19:00,8,29,2,2022,{A3D5FFBE-D3AA-4E35-A96D-59D72A353921}
-74.169226799,4.64008969399998,288,1287,8011656,F,Nuestra Señora de Guadalupe el Paraiso,1,1,8,CL 39 SUR 89 C 37,L-V 7:00 - 19:00,8,12,2,2022,{A6C8A61A-6F13-4554-81DE-8FBBA2703D2D}
-74.094599891,4.55405785099998,289,1288,4003336,F,Integracion y Gestion en Territorio-60-CDC-LA V,1,1,4,CL 37 BIS B SUR 2 81 ESTE,L-V 7:00 - 19:00,8,16,2,2022,{2327E02C-AD9B-4D08-9386-68D62667E5BA}
-74.073915637,4.58965646500002,290,1289,3002454,F,Comisarias de Familia- CFAM Candelaria,1,1,3,KR 2 4 10,L-V 7:00 - 19:00,8,17,2,2022,{D26444D2-1956-4911-BF6F-4C7006CDD002}
-74.108933914,4.50080342699999,291,1290,0,F,Integracion y Gestion en Territorio-10115-CDC-JUL,1,1,5,Cl 91 SUR 4C 26,L-V 7:00 - 19:00,8,38,2,2022,{A0BFA4F4-3F7D-4E4C-872E-BD916619DE16}
-74.038768746,4.72398874999999,292,1291,1003614,F,"Atencion Integral a Mujeres Gestantes, Niñas y Ni*",1,1,11,CL 144 139 55,L-V 7:00 - 19:00,8,16,2,2022,{58E2AEA6-EFB5-42A3-82D9-0BFA1CA65194}
-74.082785822,4.75407258600001,293,1292,11001456,F,Jardin Infantil Diurno-FANA,1,1,11,KR 96 156 B 18,L-V 7:00 - 19:00,8,26,2,2022,{3E4C9AB4-5842-4DEE-839D-D2734D8B0F4A}
-74.097666082,4.59465277700002,294,1293,15000104,F,Centro de Atencion Distrital para la Inclusión So*,1,1,14,AC 1 24 B 26,L-V 7:00 - 19:00,8,16,2,2022,{8546986C-A2EA-4FA4-B9F0-BB827ED5D006}
-74.103176314,4.60585879899998,295,1294,16002671,F,Comisarias de Familia- CFAM Puente Aranda,1,1,16,CL 4 31 D 20,L-V 7:00 - 19:00,8,20,2,2022,{9B45301F-957C-4F2D-985E-D9E7CB439F8E}
-74.108169139,4.74071137499999,296,1295,11004862,F,Casa de la Juventud Diego Felipe Becerra,1,1,11,KR 125 132 C 82,L-V 7:00 - 19:00,8,20,2,2022,{91624019-C6DD-48E8-8733-8C0A9AE133DB}
-74.103101151,4.68924191100001,297,1296,10007393,F,Integracion y Gestion en Territorio Engativa,1,1,10,KR 78 69A 75,L-V 7:00 - 19:00,8,23,2,2022,{CA6F443D-11D2-4E66-9EC2-115F91EB62E8}
-74.109528816,4.69456627,298,1297,10006654,F,Casa de la Juventud Engativa,1,1,10,CL 70 88 A 07,L-V 7:00 - 19:00,8,16,2,2022,{61618F6B-77EB-4794-8096-9F293921BA8A}
-74.077997487,4.625172814,299,1298,13002169,F,Concejo de Bogota,1,1,13,CL 36 28A 41,L-V 8:00 - 17:00,8,38,1,2022,{2FF9256C-05C2-40C7-990B-D147AF9EDCEF}
-74.105506757,4.64922439999998,300,1299,13000449,F,Imprenta Nacional,1,1,13,KR 66 24 09,L-V 8:00 - 17:00,8,58,1,2022,{B447649E-75C9-469F-8E87-DAF28FE3CC6B}
-74.072377518,4.626947444,301,1300,13002078,F,Alcaldia Local de Teusaquillo,1,1,13,TV 18 BIS 38 41,L-V 7:00 - 16:30,2,32,1,2022,{C50D99EF-EBDB-444C-94F1-BC936F0D3109}
-74.070209223,4.60642769899999,302,1301,3000575,F,Alcaldia local de Santa fe,1,1,3,CL 21 5 74,L-V 8:00 - 16:00,3,24,1,2022,{73532318-7470-4386-B908-A4718802539F}
-74.125454984,4.47107886800001,303,1302,5007649,F,Alcaldia Local de Usme,1,1,5,CL 137 SUR 3A 44,L-V 8:00 - 16:00,2,63,1,2022,{0D784D45-0D67-42D8-806A-04F9FA1E9652}
-74.032745529,4.73056602299999,304,1303,1003147,F,Homecenter Cedritos,2,1,1,KR 9 152A 23,L-D 7:00 - 21:00,8,78,2,2022,{79458789-9501-46ED-B198-22E114F8BEA7}
-74.153875018,4.69221181099999,305,1304,9000462,F,UMV,1,1,9,CL 22 D 120 40,L-V 07:30 - 16:30,2,130,1,2022,{37B8AC16-9371-4E97-9B7A-408243E80D95}
-74.023788616,4.74148768499998,306,1305,1001873,F,Integracion  y Gestion en  Territorio- SUBD,1,1,7,CL 165 7 -52,L-V 7:00 - 19:00,8,16,2,2022,{39772B23-B8D9-4453-A7D7-B2D6C6DC065C}
-74.146007247,4.65148760300002,307,1306,8012886,F,Homecenter Tintal,2,1,8,CL 10B 86 50,L-D 8:00 - 21:00,8,100,2,2023,{20DB5205-EEA0-4343-9A1D-C3C647A87783}
-74.078943749,4.68497090599999,308,1307,10011417,F,Homecenter Avenida 68,2,1,10,AKR 68 80 77,L-D 7:00 - 21:00,8,70,2,2022,{B0F8489D-6DBB-4C30-BDEB-FDBCBF6DEF96}
-74.078696588,4.63814646999998,309,1308,13001213,F,City Parking Portal Belalcazar,2,1,13,KR 30 48 38,L-D 6:00 - 22:00,8,24,1,2023,{9F8D34D9-D855-4299-A04B-4EE224924BFC}
-74.060438688,4.66231237900001,310,1309,2000925,F,City Parking calle 79,2,1,2,CL 79 15 75,L-D 6:00 - 22:00,8,24,1,2023,{BDE55D61-70C5-4D6B-8341-5D01C21376AC}
-74.057706212,4.66390736400001,311,1310,2000866,F,City Parking calle 77,2,1,2,CL 77 15 60,L-D 6:00 - 22:00,8,24,1,2023,{5A7E02F1-64A0-44AD-8F68-69EF0E6240D6}
-74.071661729,4.61250448700002,312,1311,3000361,F,City Parking Carrera 13,2,1,3,KR 13 26 85,L-D 5:30 - 22:00,8,24,1,2023,{5165CFA8-1167-4C05-BCC3-5B6F3F034542}
-74.070179833,4.60207243000002,313,1312,3000725,F,City Parking calle 17,2,1,3,CL 17 4 92,L-D 6:00 - 22:00,8,24,1,2023,{E77A2AF4-415F-442C-AE34-84F874FE08D1}
-74.116162781,4.68279061099997,314,1313,10010354,F,Centro comercial Nuestro Bogotá,2,1,10,AV KR 86 55A 75,L-D 10:00 - 20:00,8,687,1,2023,{1684DB0D-17B4-4ACE-A4A4-46BCC02B9AA2}
-74.119249253,4.67643252099998,315,1314,9004741,F,Centro comercial Dorado Plaza,2,1,9,AC 26 85D 55,L-V 8:00 - 17:00   D-F 7:00 - 20:00,8,100,1,2023,{032B7F09-F81E-496E-B044-DEF2BDAB9424}
-74.071833384,4.59994501400001,316,1315,17000080,F,Alcaldia Local Candelaria,1,1,17,KR 5 14 46,L-V 7:00 - 16:30,8,26,1,2023,{9C5E1C16-18A0-49F9-81C8-4A853B65C482}
-74.120614617,4.68339857000001,317,1316,10010650,F,Centro Empresarial Conecta,2,1,10,ACL 26 92 32,L-D 24h,2,420,1,2023,{6D861386-9BDA-4618-841F-FAC535016B5B}
-74.048280727,4.67804689500002,318,1317,2000289,F,Parking 777,2,1,2,CLL 94 11A 97, L-D 6:00 - 22:00,8,24,1,2023,{ABBE8784-77A3-4CAB-A0D7-173ED1870D95}
-74.103285607,4.60610442500001,319,1318,16002671,F,Alcaldia  Local Puente Aranda,1,1,16,Cl. 4 31D-30,L-V 7:00 - 16:30,8,50,1,2023,{1AA7A199-D72F-4450-843A-244AFB62FF40}
-74.045227383,4.67830222399999,320,1319,2000271,F,Edificio Calle 95,2,1,2,Cl. 95 10-71,L-V 7:00 - 16:30,8,69,2,2023,{19C1F424-75AA-468D-A74F-EB7B1C439E45}
-74.034260108,4.69238104800002,321,1320,1005302,F,EDIFICIO TORRES UNIDAS 2,2,1,1,KR 9 113 52,L-V 7:00 - 16:30,8,38,2,2023,{782BB636-EE20-45BD-A5E9-AADC63DFB555}
-74.053351624,4.67781343299998,322,1321,2000294,F,Edificio Ecotower 93,2,1,2,CL 93 17 18,L-V 7:00 - 16:30,8,75,2,2023,{3FC55DD8-C5BB-4947-A119-82322CC6B338}
-74.053476153,4.68647363600002,323,1322,1005740,F,Edificio Ecotower 100,2,1,1,CL 100 19A 44,L-V 7:00 - 16:30,8,37,2,2023,{804CCA38-9000-42D1-B4AF-A06D4B94189C}
-74.056011682,4.68726513000001,324,1323,1007973,F,Edificio Ecotower Chico,2,1,1,CL 100 23 10,L-V 7:00 - 16:30,8,86,2,2023,{6F468A4C-4DC6-4DB0-BFA6-5998EB63A8D5}
-74.066314592,4.75709469200001,325,1324,11000448,F,Colegio Marymount,2,2,11,CL 169B 74A 02,L-V 7:00 - 16:30,8,38,1,2023,{B096784C-E4F7-4F03-8348-BA8D54B6E653}
-74.04721594,4.683887164,326,1325,2000046,F,Torre Empresarial FD100,2,1,2,AC 100 13 95,L-V 7:00 - 16:30,8,189,1,2023,{FF9785B4-2F5D-447A-8113-772FEB2CE4AE}
-74.105526948,4.658713912,327,1326,10009786,F,Centro Empresarial Paralelo 26 P.H.,2,1,10,KR 69 44 35,L-V 7:00 - 16:30,8,105,1,2023,{F40BDAB4-BF14-4A49-ADBF-75158240BCEC}
-74.062773204,4.65742017399998,328,1327,12002407,F,Fundacion Universitaria Area Andina,2,1,2,CL 70 14 36,L-V 7:00 - 16:30,8,260,1,2023,{3D146C73-3B91-43BC-94E3-B4A7EB40D369}
-74.070884018,4.60720745899999,329,1328,3000531,F,Personeria,1,1,3,KR 7 21 24,L-V 7:00 - 16:30,8,42,1,2023,{99133CDB-0F46-4728-9AB1-6A36B470685F}
-74.052547157,4.68634285500002,330,1329,1007030,F,Edificio Prime Tower MTS,2,1,2, CL 95 10 71,L-V 7:00 - 16:30,8,139,1,2023,{1238481A-D3AD-4FED-9C2A-28933CEED1ED}
-74.065104334,4.60522922899997,331,1330,3000623,F,City parking Andes,2,1,3,CR 1 22 37,"L-V 6:00 - 20:00 S,D,F: 6:00 - 17:00",8,24,1,2023,{20DAD377-C8B2-4103-93C9-1A8C4A0D0183}
-74.034413217,4.74146686300003,332,1331,1001865,F,Cardio infantil,2,1,1,CL 163A  13B 80,L-D 24h,8,178,1,2023,{E07680FF-8C37-47D9-BBD7-E0AC4D017E5D}
-74.098990882,4.66057290999998,333,1332,0,F,Compensar Av 68,2,2,10,AK 68 49A 47,L-D 5:00 - 21:00,8,267,2,2023,{3014910C-BE97-4795-9DD6-26F52E75C5C1}
-74.081697243,4.600431297,334,1333,3000773,F,Parque Comercial La Victoria,2,1,3,AV CARACAS 9 48,L-D 9:00 - 18:00,8,140,2,2023,{B22A9E75-BE09-4E84-81A5-0D520CE9F44D}
-74.086601968,4.61896505499999,335,1334,14000082,F,Centro comercial mall plaza,2,1,14,AV CR 30 19,L-D 9:00 - 22:00,8,262,2,2023,{EA6AE37A-9BD1-41B7-A183-A6455CFBEF97}
-74.136942269,4.62026008200002,336,1335,8006879,F,Home Sentry Americas,2,1,8,CL 3 71C 19,L-D 9:00 - 20:00,8,37,2,2023,{B1472901-BBB4-4215-BB8D-E1851C8E71FD}
-74.088713396,4.67182565500002,337,1336,12003358,F,Home Sentry Avenida 68,2,1,12,AK 68 64 50,L-D 9:00 - 20:00,8,47,2,2023,{A427CF9D-EA22-4C87-A989-CB9E5D2F5399}
-74.085904753,4.67981743199999,338,1337,10008646,F,Alkosto Av 68,2,1,10,AK 68 72 43,L-D 7:00 - 21:00,8,100,2,2023,{23D8110B-CC12-44C6-A530-6CEE2AF048E4}
-74.081134598,4.68335845299998,339,1338,10008199,F,Exito Calle 80,2,1,10,KR 59A 79 30,L-D 8:00 - 21:30,8,106,2,2023,{4EF3EC69-4D3E-4775-A019-84F5057443F1}
-74.087529491,4.69742721599999,340,1339,10006230,F,Makro calle 80,2,1,10,CL 81B  13,L-D 8:00 - 21:00,8,128,2,2023,{E07ADCFA-FBAD-4649-AF59-203EDE9586D8}
-74.113012479,4.64536182199998,341,1340,9004002,F,Bomberos Edificio Comando,1,2,9,CL 20 68A 06,L-V 7:00 - 16:30,8,66,1,2023,{344005D0-D9D5-4752-999F-0A23DCCB98CD}
-74.094814765,4.61159448500001,342,1341,16001973,F,Alkosto Kr 30,2,1,16,KR 30 10 25,L-D 8:00 - 21:00,8,55,2,2023,{36928856-E23F-431A-AFA0-EFB354811C85}
-74.139492346,4.596169207,343,1342,8011602,F,Alkosto Venecia,2,1,8,AC 45A Sur 51 90,L-D 7:00 - 21:00,8,118,2,2023,{02E071B0-49FE-4AF3-AB01-27FA8B9E441A}
-74.126035212,4.651979176,344,1343,9003935,F,Centro comercial Multiplaza,2,1,9,CL 19A 72 57,L-D 8:00 - 21:00,8,697,1,2023,{AFA02EF8-E765-45B8-8D02-35CB42EBC855}
-74.048093844,4.67318913100002,345,1344,2000474,F,FIC9211,2,2,2,KR 11 91 46,L-V 7:00 - 16:30,8,138,1,2023,{1406F82E-792B-4834-B1A4-5AE0D085C1C7}
-74.05756158,4.68141816399998,346,1345,2002299,F,Compensar 94,2,2,2,CL 94 23 43,L-D 8:00 - 18:00,8,52,2,2023,{8D14BDE2-B0E0-4CB1-857C-22A2EF5C5EB6}
-74.095321101,4.64708040800002,347,1346,13002793,F,Ministerio de  Minas y  Energia,1,2,13,CL 43 57 31,L-V 7:00 - 16:30,8,48,1,2023,{E4937BF9-6DE4-493B-BDCA-AA536A623D2E}
-74.080137353,4.67640970600002,348,1347,12000701,F,Alcaldía Local Barrios Unidos,1,1,12,CL 74A 63 07,L-V 7:00 - 16:30,8,30,1,2023,{C2302A60-B269-44B4-98EB-450FAA48462E}
-74.099618214,4.64498423800001,349,3239,13000777,F,T7-T8 Centro Empresarial Sarmiento Angulo,2,2,13,Ac. 26 # 57,L-D 08:00 - 20:00,8,161,1,2023,{4695F10F-8CA2-46CF-9E4B-2500EB6D6768}
-74.035616788,4.77430863799998,350,3240,1006554,F,Universidad del Rosario Sede Norte,2,2,1,KR 7 200,L-V 7:00 - 19:00,8,88,1,2024,{7317949B-5BE1-4538-B52A-A54F48DB53C8}
-74.0572,4.66255272699999,351,3241,2000921,F,Paqueaderos Tequendama CL 77  12A  20,2,1,2,CL 77  12A  20,L-D 08:00 - 20:00,8,24,1,2024,{D8387BB8-0205-435E-BAEF-C843D038F44F}
-74.057672727,4.67679272700002,352,3242,2000328,F,Paqueaderos Tequendama CL 90 19C 15,2,1,2,CL 90 19C 15,L-D 08:00 - 20:00,8,24,1,2024,{04244491-1D22-4899-8207-63B684057B6D}
-74.03528,4.747992727,353,3243,1001428,F,Paqueaderos Tequendama KR 14 169 49,2,1,1,KR 14 169 49,L-D 08:00 - 20:00,8,629,1,2024,{BF11A84A-CFF0-4FE9-972D-5EEFD8D6B4F8}
-74.121905455,4.55718545500002,354,3244,6001751,F,Estación Molinos,1,1,18,Caracas Sur,L-D 05:00 - 24:00,8,300,1,2018,{CCD3207A-7E93-4622-852C-C1CDCA2D6BB8}
-74.16984,4.61259636400001,355,3245,8008879,F,Centro de Desarrollo Comunitario Lago Timiza,1,1,8, KR 74 42g Sur 52,L-V 7:00 - 16:30,8,24,1,2024,{64489EB5-BD21-4EBF-8B22-E26E24FBA67E}
-74.062618182,4.68291636399999,356,3246,12000297,F,Empresa de Seguridad San Martin,2,2,12,CL 94 Bis 49 A  40,L-V 7:00 - 16:30,8,12,1,2024,{E9F3294B-8EB4-4B37-B0E7-B4BAEA48F357}
-74.107258182,4.657621818,357,3247,9003716,F,Edificio World Business Port,2,2,9,KR 69 25B 44,L-V 7:00 - 16:30,8,9,1,2024,{4833F06F-3752-4379-8F2B-5646CA7F47F0}
-74.076682809,4.65196229600002,358,3248,13000159,F,City Parking 63,2,1,12,AC 63  28-80,L-S 6:00 a 22:00,4,24,1,2024,{1A3423D5-5234-41FC-9AB5-A8ACC2A094C5}
-74.049774729,4.67235946300002,359,3356,2002711,F,Amarilo,2,2,2,KR 11A 89-25,L-V 6:00 - 18:00,2,87,2,2024,{62C31B7C-14FE-44F6-A5AB-3977D7235E53}
-74.078040094,4.59212400299998,360,3357,17000342,F,Ministerio de Hacienda y Crédito Público,1,2,17,CL 6B 6-34,L-V: 6:00 - 18:00,2,130,1,2024,{EACE937A-F91F-4A05-9E86-75063A7231EF}
-74.117267234,4.68095689799998,361,1042,10011692,F,City Parking World Business Center,2,1,10,KR 86 51 66,L-V 06:00 - 20:00   S-D 06:00 - 14:00,8,26,1,2016,{4FA0EEB9-D4C1-4007-BB2B-0E758DDD907B}
